fecha,descripcion,categoria,monto,proveedor_id,nombre_proveedor,tipo_pago,numero_factura,notas
2024-10-09,Publicidad redes sociales,Marketing,5837.5,PRV011,Amazon AWS,Cheque,F-1538,
2024-10-09,Publicidad redes sociales,Marketing,4187.41,PRV001,Telmex,Cheque,F-1539,
2024-10-10,Seguro equipo electrónico,Seguros,6900.01,PRV010,Microsoft,Tarjeta crédito,F-1540,
2024-10-10,Artículos limpieza,Material oficina,7125.41,PRV005,DHL Express,Tarjeta crédito,F-1541,
2024-10-11,Combustible flotilla,Logística,3152.78,PRV012,Papelera Nacional,Cheque,F-1542,
2024-10-11,Reparación aire acondicionado,Mantenimiento,4574.05,PRV005,DHL Express,Efectivo,F-1543,
2024-10-11,Evento promocional,Marketing,3954.62,PRV009,Capacita MX,Cheque,F-1544,
2024-10-12,Toner impresora,Material oficina,6261.28,PRV011,Amazon AWS,Efectivo,F-1545,
2024-10-13,Mantenimiento equipo cómputo,Mantenimiento,4466.08,PRV001,Telmex,Cheque,F-1546,
2024-10-14,Agua,Servicios,2056.68,PRV011,Amazon AWS,Cheque,F-1547,
2024-10-14,Pago aguinaldo,Nómina,14396.94,PRV004,Google Ads,Tarjeta crédito,F-1548,
2024-10-15,Artículos limpieza,Material oficina,6197.6,PRV005,DHL Express,Tarjeta crédito,F-1549,
2024-10-15,Renta oficina principal,Renta,9786.62,PRV005,DHL Express,Transferencia,F-1550,
2024-10-15,Suscripción Zoom,Software,1176.7,PRV012,Papelera Nacional,Cheque,F-1551,
2024-10-15,Renta bodega almacén,Renta,16512.99,PRV001,Telmex,Transferencia,F-1552,
2024-10-16,Taller liderazgo,Capacitación,3524.92,PRV009,Capacita MX,Tarjeta crédito,F-1553,
2024-10-16,Evento promocional,Marketing,2113.83,PRV002,CFE,Transferencia,F-1554,
2024-10-16,Combustible flotilla,Logística,2302.13,PRV002,CFE,Transferencia,F-1555,
2024-10-17,Publicidad redes sociales,Marketing,5371.05,PRV001,Telmex,Cheque,F-1556,
2024-10-17,Renta oficina principal,Renta,10010.53,PRV005,DHL Express,Tarjeta crédito,F-1557,
2024-10-18,Electricidad,Servicios,366.93,PRV007,Inmobiliaria Centro,Tarjeta crédito,F-1558,
2024-10-18,Renta oficina principal,Renta,23597.42,PRV002,CFE,Transferencia,F-1559,
2024-10-21,Suscripción Zoom,Software,7271.85,PRV001,Telmex,Cheque,F-1560,
2024-10-21,Seguro equipo electrónico,Seguros,4939.47,PRV010,Microsoft,Efectivo,F-1561,
2024-10-21,Certificación profesional,Capacitación,2175.17,PRV010,Microsoft,Transferencia,F-1562,
2024-10-21,Licencia Microsoft 365,Software,2509.62,PRV010,Microsoft,Tarjeta crédito,F-1563,
2024-10-22,Electricidad,Servicios,3732.23,PRV004,Google Ads,Efectivo,F-1564,
2024-10-22,Papelería general,Material oficina,3633.23,PRV011,Amazon AWS,Efectivo,F-1565,
2024-10-22,Publicidad redes sociales,Marketing,2030.81,PRV008,Agua y Drenaje,Tarjeta crédito,F-1566,
2024-10-22,Agua,Servicios,1374.17,PRV009,Capacita MX,Tarjeta crédito,F-1567,
2024-10-23,Bonos trimestrales,Nómina,28081.55,PRV011,Amazon AWS,Efectivo,F-1568,
2024-10-23,Telefonía,Servicios,441.23,PRV009,Capacita MX,Tarjeta crédito,F-1569,
2024-10-23,Limpieza oficinas,Mantenimiento,2594.0,PRV005,DHL Express,Transferencia,F-1570,
2024-10-24,Servicio de internet,Servicios,4985.71,PRV006,Seguros Atlas,Efectivo,F-1571,
2024-10-24,Renta oficina principal,Renta,9241.11,PRV005,DHL Express,Transferencia,F-1572,
2024-10-24,Combustible flotilla,Logística,3574.31,PRV002,CFE,Cheque,F-1573,
2024-10-25,Carpetas y folders,Material oficina,6023.9,PRV004,Google Ads,Efectivo,F-1574,
2024-10-25,Licencia antivirus,Software,7654.5,PRV009,Capacita MX,Efectivo,F-1575,
2024-10-25,Agua,Servicios,946.61,PRV005,DHL Express,Efectivo,F-1576,
2024-10-28,Suscripción AWS,Software,1610.02,PRV007,Inmobiliaria Centro,Efectivo,F-1577,
2024-10-28,Renta oficina principal,Renta,17192.23,PRV003,Office Depot,Efectivo,F-1578,
2024-10-28,Combustible flotilla,Logística,4633.13,PRV004,Google Ads,Efectivo,F-1579,
2024-10-29,Licencia Microsoft 365,Software,426.2,PRV011,Amazon AWS,Cheque,F-1580,
2024-10-29,Suscripción AWS,Software,4769.64,PRV005,DHL Express,Efectivo,F-1581,
2024-10-29,Evento promocional,Marketing,1303.35,PRV009,Capacita MX,Efectivo,F-1582,
2024-10-30,Mantenimiento equipo cómputo,Mantenimiento,635.06,PRV011,Amazon AWS,Cheque,F-1583,
2024-10-31,Licencia Microsoft 365,Software,369.22,PRV011,Amazon AWS,Tarjeta crédito,F-1584,
2024-10-31,Artículos limpieza,Material oficina,450.23,PRV003,Office Depot,Tarjeta crédito,F-1585,
2024-10-31,Seguro contra incendio,Seguros,7504.03,PRV012,Papelera Nacional,Transferencia,F-1586,
2024-11-01,Pago nómina quincenal,Nómina,23027.51,PRV007,Inmobiliaria Centro,Tarjeta crédito,F-1587,
2024-11-01,Certificación profesional,Capacitación,1543.85,PRV004,Google Ads,Efectivo,F-1588,
2024-11-01,Pago nómina quincenal,Nómina,25589.66,PRV008,Agua y Drenaje,Efectivo,F-1589,
2024-11-03,Licencia antivirus,Software,2567.65,PRV002,CFE,Transferencia,F-1590,
2024-11-04,Curso Excel avanzado,Capacitación,5463.16,PRV009,Capacita MX,Tarjeta crédito,F-1591,
2024-11-04,Renta bodega almacén,Renta,17773.18,PRV001,Telmex,Transferencia,F-1592,
2024-11-04,Servicio de internet,Servicios,4544.48,PRV006,Seguros Atlas,Efectivo,F-1593,
2024-11-05,Telefonía,Servicios,7378.65,PRV007,Inmobiliaria Centro,Tarjeta crédito,F-1594,
2024-11-05,Certificación profesional,Capacitación,6747.46,PRV008,Agua y Drenaje,Transferencia,F-1595,
2024-11-06,Mantenimiento vehículos,Logística,1488.87,PRV002,CFE,Efectivo,F-1596,
2024-11-06,Certificación profesional,Capacitación,6639.1,PRV011,Amazon AWS,Transferencia,F-1597,
2024-11-06,Combustible flotilla,Logística,4426.56,PRV003,Office Depot,Tarjeta crédito,F-1598,
2024-11-06,Seguro contra incendio,Seguros,5747.48,PRV002,CFE,Efectivo,F-1599,
2024-11-07,Agua,Servicios,2293.42,PRV007,Inmobiliaria Centro,Efectivo,F-1600,
2024-11-07,Curso Excel avanzado,Capacitación,4178.5,PRV006,Seguros Atlas,Cheque,F-1601,
2024-11-07,Licencia Microsoft 365,Software,5929.4,PRV002,CFE,Efectivo,F-1602,
2024-11-07,Seguro responsabilidad civil,Seguros,5976.47,PRV005,DHL Express,Tarjeta crédito,F-1603,
2024-11-08,Combustible flotilla,Logística,4326.96,PRV004,Google Ads,Transferencia,F-1604,
2024-11-08,Toner impresora,Material oficina,2607.25,PRV007,Inmobiliaria Centro,Cheque,F-1605,
2024-11-09,Pago aguinaldo,Nómina,5240.41,PRV008,Agua y Drenaje,Transferencia,F-1606,
2024-11-10,Pago nómina quincenal,Nómina,26680.01,PRV009,Capacita MX,Transferencia,F-1607,
2024-11-11,Renta bodega almacén,Renta,23567.05,PRV007,Inmobiliaria Centro,Transferencia,F-1608,
2024-11-12,Carpetas y folders,Material oficina,6257.52,PRV008,Agua y Drenaje,Efectivo,F-1609,
2024-11-12,Publicidad redes sociales,Marketing,3356.93,PRV007,Inmobiliaria Centro,Tarjeta crédito,F-1610,
2024-11-13,Artículos limpieza,Material oficina,714.65,PRV004,Google Ads,Efectivo,F-1611,
2024-11-13,Horas extra,Nómina,13240.97,PRV008,Agua y Drenaje,Tarjeta crédito,F-1612,
2024-11-13,Licencia antivirus,Software,789.58,PRV004,Google Ads,Transferencia,F-1613,
2024-11-14,Publicidad redes sociales,Marketing,7834.21,PRV003,Office Depot,Transferencia,F-1614,
2024-11-14,Mantenimiento equipo cómputo,Mantenimiento,2015.3,PRV003,Office Depot,Efectivo,F-1615,
2024-11-14,Pago aguinaldo,Nómina,18251.8,PRV012,Papelera Nacional,Transferencia,F-1616,
2024-11-14,Mantenimiento equipo cómputo,Mantenimiento,2221.2,PRV003,Office Depot,Transferencia,F-1617,
2024-11-15,Evento promocional,Marketing,7368.78,PRV006,Seguros Atlas,Transferencia,F-1618,
2024-11-18,Combustible flotilla,Logística,2004.93,PRV009,Capacita MX,Efectivo,F-1619,
2024-11-18,Seguro equipo electrónico,Seguros,7927.65,PRV003,Office Depot,Tarjeta crédito,F-1620,
2024-11-18,Seguro contra incendio,Seguros,3380.63,PRV001,Telmex,Cheque,F-1621,
2024-11-19,Reparación aire acondicionado,Mantenimiento,6407.12,PRV002,CFE,Tarjeta crédito,F-1622,
2024-11-19,Suscripción AWS,Software,5900.3,PRV009,Capacita MX,Transferencia,F-1623,
2024-11-19,Seguro contra incendio,Seguros,5412.31,PRV003,Office Depot,Cheque,F-1624,
2024-11-19,Renta bodega almacén,Renta,14589.24,PRV009,Capacita MX,Cheque,F-1625,
2024-11-20,Diseño flyers,Marketing,2753.17,PRV001,Telmex,Efectivo,F-1626,
2024-11-20,Pago aguinaldo,Nómina,20252.16,PRV005,DHL Express,Tarjeta crédito,F-1627,
2024-11-20,Taller liderazgo,Capacitación,1467.31,PRV005,DHL Express,Tarjeta crédito,F-1628,
2024-11-20,Seguro responsabilidad civil,Seguros,1356.1,PRV001,Telmex,Transferencia,F-1629,
2024-11-21,Limpieza oficinas,Mantenimiento,6451.48,PRV012,Papelera Nacional,Efectivo,F-1630,
2024-11-21,Licencia Microsoft 365,Software,5196.19,PRV009,Capacita MX,Tarjeta crédito,F-1631,
2024-11-21,Horas extra,Nómina,23405.92,PRV010,Microsoft,Transferencia,F-1632,
2024-11-21,Artículos limpieza,Material oficina,5151.12,PRV009,Capacita MX,Tarjeta crédito,F-1633,
2024-11-22,Publicidad redes sociales,Marketing,5051.9,PRV008,Agua y Drenaje,Efectivo,F-1634,
2024-11-24,Diseño flyers,Marketing,3622.69,PRV002,CFE,Cheque,F-1635,
2024-11-25,Papelería general,Material oficina,1866.13,PRV004,Google Ads,Efectivo,F-1636,
2024-11-25,Limpieza oficinas,Mantenimiento,4600.17,PRV006,Seguros Atlas,Efectivo,F-1637,
2024-11-25,Campaña Google Ads,Marketing,904.67,PRV007,Inmobiliaria Centro,Cheque,F-1638,
2024-11-26,Mantenimiento equipo cómputo,Mantenimiento,650.0,PRV001,Telmex,Tarjeta crédito,F-1639,
2024-11-26,Renta oficina principal,Renta,13067.42,PRV012,Papelera Nacional,Efectivo,F-1640,
2024-11-26,Mantenimiento equipo cómputo,Mantenimiento,7261.75,PRV006,Seguros Atlas,Efectivo,F-1641,
2024-11-27,Licencia antivirus,Software,2617.88,PRV012,Papelera Nacional,Transferencia,F-1642,
2024-11-27,Combustible flotilla,Logística,2446.69,PRV003,Office Depot,Transferencia,F-1643,
2024-11-27,Horas extra,Nómina,28629.44,PRV008,Agua y Drenaje,Transferencia,F-1644,
2024-11-27,Seguro equipo electrónico,Seguros,2290.28,PRV002,CFE,Cheque,F-1645,
2024-11-28,Reparación aire acondicionado,Mantenimiento,5065.61,PRV012,Papelera Nacional,Efectivo,F-1646,
2024-11-28,Seguro equipo electrónico,Seguros,1268.77,PRV012,Papelera Nacional,Efectivo,F-1647,
2024-11-29,Licencia Microsoft 365,Software,3064.25,PRV011,Amazon AWS,Transferencia,F-1648,
2024-11-29,Bonos trimestrales,Nómina,25561.97,PRV009,Capacita MX,Efectivo,F-1649,
2024-11-30,Servicio de internet,Servicios,994.57,PRV007,Inmobiliaria Centro,Cheque,F-1650,
2024-12-02,Limpieza oficinas,Mantenimiento,7297.89,PRV002,CFE,Transferencia,F-1651,
2024-12-02,Curso Excel avanzado,Capacitación,4873.48,PRV009,Capacita MX,Tarjeta crédito,F-1652,
2024-12-02,Horas extra,Nómina,33558.08,PRV009,Capacita MX,Efectivo,F-1653,
2024-12-03,Certificación profesional,Capacitación,2839.32,PRV012,Papelera Nacional,Tarjeta crédito,F-1654,
2024-12-03,Renta oficina principal,Renta,9562.44,PRV011,Amazon AWS,Efectivo,F-1655,
2024-12-03,Licencia Microsoft 365,Software,1147.85,PRV010,Microsoft,Cheque,F-1656,
2024-12-04,Mantenimiento equipo cómputo,Mantenimiento,3040.45,PRV005,DHL Express,Efectivo,F-1657,
2024-12-05,Certificación profesional,Capacitación,624.01,PRV012,Papelera Nacional,Efectivo,F-1658,
2024-12-05,Renta bodega almacén,Renta,17110.96,PRV004,Google Ads,Tarjeta crédito,F-1659,
2024-12-05,Certificación profesional,Capacitación,4031.94,PRV012,Papelera Nacional,Tarjeta crédito,F-1660,
2024-12-06,Licencia antivirus,Software,5108.17,PRV005,DHL Express,Transferencia,F-1661,
2024-12-06,Seguro equipo electrónico,Seguros,6006.49,PRV006,Seguros Atlas,Efectivo,F-1662,
2024-12-06,Electricidad,Servicios,6727.1,PRV004,Google Ads,Tarjeta crédito,F-1663,
2024-12-07,Limpieza oficinas,Mantenimiento,1895.87,PRV011,Amazon AWS,Transferencia,F-1664,
2024-12-09,Taller liderazgo,Capacitación,4838.61,PRV003,Office Depot,Transferencia,F-1665,
2024-12-09,Seguro contra incendio,Seguros,3663.74,PRV006,Seguros Atlas,Transferencia,F-1666,
2024-12-09,Bonos trimestrales,Nómina,19642.35,PRV001,Telmex,Transferencia,F-1667,
2024-12-10,Campaña Google Ads,Marketing,1111.85,PRV012,Papelera Nacional,Cheque,F-1668,
2024-12-11,Renta bodega almacén,Renta,12469.91,PRV003,Office Depot,Efectivo,F-1669,
2024-12-11,Certificación profesional,Capacitación,7585.23,PRV001,Telmex,Efectivo,F-1670,
2024-12-11,Pago nómina quincenal,Nómina,28990.37,PRV009,Capacita MX,Efectivo,F-1671,
2024-12-12,Reparación aire acondicionado,Mantenimiento,2199.05,PRV012,Papelera Nacional,Transferencia,F-1672,
2024-12-12,Combustible flotilla,Logística,4051.96,PRV007,Inmobiliaria Centro,Efectivo,F-1673,
2024-12-12,Evento promocional,Marketing,6868.89,PRV005,DHL Express,Tarjeta crédito,F-1674,
2024-12-12,Seguro equipo electrónico,Seguros,5757.59,PRV010,Microsoft,Cheque,F-1675,
2024-12-13,Seguro contra incendio,Seguros,117.12,PRV011,Amazon AWS,Cheque,F-1676,
2024-12-13,Artículos limpieza,Material oficina,3732.29,PRV003,Office Depot,Cheque,F-1677,
2024-12-13,Combustible flotilla,Logística,4719.93,PRV006,Seguros Atlas,Efectivo,F-1678,
2024-12-13,Certificación profesional,Capacitación,6878.85,PRV003,Office Depot,Transferencia,F-1679,
2024-12-14,Bonos trimestrales,Nómina,17119.15,PRV002,CFE,Efectivo,F-1680,
2024-12-15,Seguro equipo electrónico,Seguros,5808.91,PRV006,Seguros Atlas,Cheque,F-1681,
2024-12-16,Publicidad redes sociales,Marketing,5257.61,PRV006,Seguros Atlas,Cheque,F-1682,
2024-12-16,Curso Excel avanzado,Capacitación,602.51,PRV007,Inmobiliaria Centro,Cheque,F-1683,
2024-12-17,Carpetas y folders,Material oficina,3582.01,PRV011,Amazon AWS,Efectivo,F-1684,
2024-12-17,Artículos limpieza,Material oficina,5360.59,PRV008,Agua y Drenaje,Cheque,F-1685,
2024-12-18,Publicidad redes sociales,Marketing,4470.66,PRV012,Papelera Nacional,Efectivo,F-1686,
2024-12-18,Renta oficina principal,Renta,17432.3,PRV006,Seguros Atlas,Cheque,F-1687,
2024-12-18,Suscripción AWS,Software,7800.57,PRV005,DHL Express,Transferencia,F-1688,
2024-12-19,Diseño flyers,Marketing,1910.14,PRV003,Office Depot,Tarjeta crédito,F-1689,
2024-12-19,Bonos trimestrales,Nómina,29746.7,PRV008,Agua y Drenaje,Tarjeta crédito,F-1690,
2024-12-19,Certificación profesional,Capacitación,3486.75,PRV003,Office Depot,Transferencia,F-1691,
2024-12-20,Seguro equipo electrónico,Seguros,7590.07,PRV009,Capacita MX,Tarjeta crédito,F-1692,
2024-12-20,Telefonía,Servicios,1744.25,PRV011,Amazon AWS,Cheque,F-1693,
2024-12-23,Limpieza oficinas,Mantenimiento,419.28,PRV010,Microsoft,Tarjeta crédito,F-1694,
2024-12-23,Pago aguinaldo,Nómina,29912.35,PRV008,Agua y Drenaje,Tarjeta crédito,F-1695,
2024-12-24,Limpieza oficinas,Mantenimiento,5125.76,PRV008,Agua y Drenaje,Efectivo,F-1696,
2024-12-24,Mantenimiento vehículos,Logística,5238.32,PRV007,Inmobiliaria Centro,Efectivo,F-1697,
2024-12-24,Suscripción Zoom,Software,960.08,PRV002,CFE,Efectivo,F-1698,
2024-12-25,Renta bodega almacén,Renta,9530.48,PRV009,Capacita MX,Tarjeta crédito,F-1699,
2024-12-25,Pago aguinaldo,Nómina,13511.85,PRV011,Amazon AWS,Efectivo,F-1700,
2024-12-25,Publicidad redes sociales,Marketing,6205.84,PRV012,Papelera Nacional,Transferencia,F-1701,
2024-12-26,Telefonía,Servicios,5247.88,PRV001,Telmex,Transferencia,F-1702,
2024-12-26,Papelería general,Material oficina,4706.12,PRV012,Papelera Nacional,Cheque,F-1703,
2024-12-27,Seguro equipo electrónico,Seguros,7729.84,PRV007,Inmobiliaria Centro,Efectivo,F-1704,
2024-12-27,Certificación profesional,Capacitación,7665.72,PRV011,Amazon AWS,Tarjeta crédito,F-1705,
2024-12-27,Reparación aire acondicionado,Mantenimiento,4009.92,PRV002,CFE,Tarjeta crédito,F-1706,
2024-12-27,Telefonía,Servicios,1058.37,PRV002,CFE,Efectivo,F-1707,
2024-12-28,Mantenimiento vehículos,Logística,706.95,PRV010,Microsoft,Transferencia,F-1708,
2024-12-29,Campaña Google Ads,Marketing,6173.0,PRV006,Seguros Atlas,Efectivo,F-1709,
2024-12-30,Agua,Servicios,3535.87,PRV011,Amazon AWS,Efectivo,F-1710,
2024-12-30,Mantenimiento vehículos,Logística,4008.03,PRV008,Agua y Drenaje,Cheque,F-1711,
2024-12-30,Licencia Microsoft 365,Software,2083.62,PRV002,CFE,Tarjeta crédito,F-1712,
2024-12-30,Licencia Microsoft 365,Software,5320.07,PRV009,Capacita MX,Transferencia,F-1713,
2024-12-31,Seguro contra incendio,Seguros,1962.13,PRV004,Google Ads,Efectivo,F-1714,
2024-12-31,Limpieza oficinas,Mantenimiento,3625.94,PRV008,Agua y Drenaje,Cheque,F-1715,
2024-12-31,Curso Excel avanzado,Capacitación,5779.89,PRV011,Amazon AWS,Tarjeta crédito,F-1716,
2025-01-01,Renta bodega almacén,Renta,17999.76,PRV004,Google Ads,Efectivo,F-1717,
2025-01-01,Licencia antivirus,Software,4765.94,PRV007,Inmobiliaria Centro,Transferencia,F-1718,
2025-01-01,Seguro responsabilidad civil,Seguros,2828.49,PRV008,Agua y Drenaje,Efectivo,F-1719,
2025-01-01,Renta bodega almacén,Renta,11120.33,PRV010,Microsoft,Transferencia,F-1720,
2025-01-02,Gas,Servicios,5693.07,PRV008,Agua y Drenaje,Tarjeta crédito,F-1721,
2025-01-02,Seguro equipo electrónico,Seguros,5296.17,PRV008,Agua y Drenaje,Efectivo,F-1722,
2025-01-02,Certificación profesional,Capacitación,277.12,PRV008,Agua y Drenaje,Transferencia,F-1723,
2025-01-02,Pago aguinaldo,Nómina,31003.6,PRV006,Seguros Atlas,Cheque,F-1724,
2025-01-03,Telefonía,Servicios,1806.28,PRV004,Google Ads,Tarjeta crédito,F-1725,
2025-01-05,Reparación aire acondicionado,Mantenimiento,3111.08,PRV004,Google Ads,Cheque,F-1726,
2025-01-06,Publicidad redes sociales,Marketing,3599.75,PRV001,Telmex,Efectivo,F-1727,
2025-01-07,Seguro responsabilidad civil,Seguros,306.69,PRV010,Microsoft,Efectivo,F-1728,
2025-01-07,Gas,Servicios,274.58,PRV002,CFE,Efectivo,F-1729,
2025-01-07,Renta bodega almacén,Renta,13740.09,PRV010,Microsoft,Tarjeta crédito,F-1730,
2025-01-07,Artículos limpieza,Material oficina,7703.04,PRV009,Capacita MX,Efectivo,F-1731,
2025-01-08,Limpieza oficinas,Mantenimiento,6751.4,PRV012,Papelera Nacional,Tarjeta crédito,F-1732,
2025-01-09,Licencia Microsoft 365,Software,672.2,PRV004,Google Ads,Transferencia,F-1733,
2025-01-09,Limpieza oficinas,Mantenimiento,3727.61,PRV008,Agua y Drenaje,Cheque,F-1734,
2025-01-09,Suscripción Zoom,Software,1836.14,PRV009,Capacita MX,Cheque,F-1735,
2025-01-09,Horas extra,Nómina,14732.04,PRV011,Amazon AWS,Tarjeta crédito,F-1736,
2025-01-10,Carpetas y folders,Material oficina,3371.27,PRV006,Seguros Atlas,Efectivo,F-1737,
2025-01-10,Pago aguinaldo,Nómina,31640.09,PRV001,Telmex,Cheque,F-1738,
2025-01-10,Renta bodega almacén,Renta,10722.05,PRV005,DHL Express,Transferencia,F-1739,
2025-01-10,Envío paquetería,Logística,2868.03,PRV009,Capacita MX,Efectivo,F-1740,
2025-01-11,Certificación profesional,Capacitación,5670.23,PRV002,CFE,Efectivo,F-1741,
2025-01-12,Seguro equipo electrónico,Seguros,438.87,PRV009,Capacita MX,Efectivo,F-1742,
2025-01-13,Certificación profesional,Capacitación,4327.97,PRV001,Telmex,Transferencia,F-1743,
2025-01-13,Gas,Servicios,4026.6,PRV010,Microsoft,Cheque,F-1744,
2025-01-14,Renta bodega almacén,Renta,23166.32,PRV012,Papelera Nacional,Tarjeta crédito,F-1745,
2025-01-15,Bonos trimestrales,Nómina,26524.12,PRV011,Amazon AWS,Transferencia,F-1746,
2025-01-15,Toner impresora,Material oficina,2136.35,PRV010,Microsoft,Cheque,F-1747,
2025-01-16,Telefonía,Servicios,1533.9,PRV010,Microsoft,Cheque,F-1748,
2025-01-16,Horas extra,Nómina,24173.36,PRV010,Microsoft,Transferencia,F-1749,
2025-01-17,Combustible flotilla,Logística,4921.86,PRV004,Google Ads,Tarjeta crédito,F-1750,
2025-01-17,Diseño flyers,Marketing,1283.81,PRV005,DHL Express,Tarjeta crédito,F-1751,
2025-01-19,Servicio de internet,Servicios,2519.84,PRV004,Google Ads,Cheque,F-1752,
2025-01-20,Pago aguinaldo,Nómina,33041.32,PRV007,Inmobiliaria Centro,Efectivo,F-1753,
2025-01-20,Renta bodega almacén,Renta,19630.65,PRV010,Microsoft,Cheque,F-1754,
2025-01-21,Pago nómina quincenal,Nómina,22909.85,PRV009,Capacita MX,Efectivo,F-1755,
2025-01-21,Licencia antivirus,Software,7214.47,PRV001,Telmex,Transferencia,F-1756,
2025-01-21,Papelería general,Material oficina,4512.57,PRV010,Microsoft,Tarjeta crédito,F-1757,
2025-01-22,Horas extra,Nómina,13192.98,PRV004,Google Ads,Cheque,F-1758,
2025-01-22,Mantenimiento vehículos,Logística,1994.37,PRV012,Papelera Nacional,Efectivo,F-1759,
2025-01-22,Combustible flotilla,Logística,4740.68,PRV011,Amazon AWS,Cheque,F-1760,
2025-01-23,Reparación aire acondicionado,Mantenimiento,1450.24,PRV006,Seguros Atlas,Transferencia,F-1761,
2025-01-23,Campaña Google Ads,Marketing,4435.53,PRV010,Microsoft,Transferencia,F-1762,
2025-01-24,Papelería general,Material oficina,2900.06,PRV001,Telmex,Cheque,F-1763,
2025-01-24,Artículos limpieza,Material oficina,4412.82,PRV001,Telmex,Efectivo,F-1764,
2025-01-24,Pago nómina quincenal,Nómina,14136.84,PRV012,Papelera Nacional,Tarjeta crédito,F-1765,
2025-01-25,Pago aguinaldo,Nómina,19173.81,PRV004,Google Ads,Cheque,F-1766,
2025-01-27,Certificación profesional,Capacitación,2854.72,PRV001,Telmex,Tarjeta crédito,F-1767,
2025-01-27,Publicidad redes sociales,Marketing,3137.04,PRV012,Papelera Nacional,Efectivo,F-1768,
2025-01-27,Seguro equipo electrónico,Seguros,2909.71,PRV009,Capacita MX,Cheque,F-1769,
2025-01-28,Renta bodega almacén,Renta,16474.01,PRV009,Capacita MX,Cheque,F-1770,
2025-01-29,Gas,Servicios,5305.77,PRV001,Telmex,Efectivo,F-1771,
2025-01-29,Agua,Servicios,1152.46,PRV008,Agua y Drenaje,Cheque,F-1772,
2025-01-29,Limpieza oficinas,Mantenimiento,4575.19,PRV007,Inmobiliaria Centro,Cheque,F-1773,
2025-01-29,Combustible flotilla,Logística,1359.46,PRV009,Capacita MX,Transferencia,F-1774,
2025-01-30,Combustible flotilla,Logística,1010.97,PRV007,Inmobiliaria Centro,Efectivo,F-1775,
2025-01-30,Horas extra,Nómina,12792.55,PRV010,Microsoft,Efectivo,F-1776,
2025-01-30,Renta bodega almacén,Renta,10720.15,PRV006,Seguros Atlas,Tarjeta crédito,F-1777,
2025-01-31,Seguro responsabilidad civil,Seguros,6619.72,PRV001,Telmex,Transferencia,F-1778,
2025-01-31,Mantenimiento vehículos,Logística,4949.0,PRV003,Office Depot,Tarjeta crédito,F-1779,
2025-01-31,Toner impresora,Material oficina,4796.54,PRV006,Seguros Atlas,Tarjeta crédito,F-1780,
2025-01-31,Toner impresora,Material oficina,4880.46,PRV005,DHL Express,Transferencia,F-1781,
2025-02-02,Envío paquetería,Logística,1085.34,PRV005,DHL Express,Transferencia,F-1782,
2025-02-03,Taller liderazgo,Capacitación,2900.57,PRV009,Capacita MX,Efectivo,F-1783,
2025-02-03,Pago nómina quincenal,Nómina,6047.61,PRV002,CFE,Efectivo,F-1784,
2025-02-04,Pago nómina quincenal,Nómina,33292.34,PRV010,Microsoft,Efectivo,F-1785,
2025-02-04,Taller liderazgo,Capacitación,7655.19,PRV012,Papelera Nacional,Cheque,F-1786,
2025-02-04,Horas extra,Nómina,18451.2,PRV004,Google Ads,Cheque,F-1787,
2025-02-05,Suscripción Zoom,Software,5166.44,PRV005,DHL Express,Efectivo,F-1788,
2025-02-05,Licencia antivirus,Software,6886.68,PRV003,Office Depot,Efectivo,F-1789,
2025-02-06,Reparación aire acondicionado,Mantenimiento,6972.89,PRV010,Microsoft,Efectivo,F-1790,
2025-02-06,Licencia Microsoft 365,Software,443.31,PRV001,Telmex,Tarjeta crédito,F-1791,
2025-02-07,Taller liderazgo,Capacitación,2179.97,PRV010,Microsoft,Efectivo,F-1792,
2025-02-07,Mantenimiento equipo cómputo,Mantenimiento,5141.12,PRV002,CFE,Transferencia,F-1793,
2025-02-09,Papelería general,Material oficina,3741.86,PRV001,Telmex,Efectivo,F-1794,
2025-02-10,Papelería general,Material oficina,2818.93,PRV012,Papelera Nacional,Transferencia,F-1795,
2025-02-10,Seguro responsabilidad civil,Seguros,3422.93,PRV006,Seguros Atlas,Tarjeta crédito,F-1796,
2025-02-10,Agua,Servicios,3290.52,PRV007,Inmobiliaria Centro,Efectivo,F-1797,
2025-02-10,Bonos trimestrales,Nómina,14953.02,PRV002,CFE,Tarjeta crédito,F-1798,
2025-02-11,Seguro equipo electrónico,Seguros,7231.29,PRV006,Seguros Atlas,Cheque,F-1799,
2025-02-11,Publicidad redes sociales,Marketing,3604.11,PRV012,Papelera Nacional,Tarjeta crédito,F-1800,
2025-02-11,Diseño flyers,Marketing,1842.38,PRV010,Microsoft,Transferencia,F-1801,
2025-02-11,Combustible flotilla,Logística,2135.21,PRV001,Telmex,Cheque,F-1802,
2025-02-12,Suscripción Zoom,Software,529.03,PRV003,Office Depot,Cheque,F-1803,
2025-02-13,Licencia Microsoft 365,Software,2495.26,PRV011,Amazon AWS,Cheque,F-1804,
2025-02-13,Publicidad redes sociales,Marketing,1489.28,PRV002,CFE,Tarjeta crédito,F-1805,
2025-02-13,Renta oficina principal,Renta,23595.92,PRV002,CFE,Tarjeta crédito,F-1806,
2025-02-14,Gas,Servicios,4400.58,PRV001,Telmex,Efectivo,F-1807,
2025-02-15,Diseño flyers,Marketing,2358.53,PRV004,Google Ads,Tarjeta crédito,F-1808,
